Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),Benin,2002,7.45
Age-standardized suicide rates (per 100 000 population),Djibouti,2002,7.47
Age-standardized suicide rates (per 100 000 population),Myanmar,2002,7.48
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2002,7.48
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2002,7.56
Age-standardized suicide rates (per 100 000 population),Somalia,2002,7.57
Age-standardized suicide rates (per 100 000 population),Ukraine,2002,7.61
Age-standardized suicide rates (per 100 000 population),Brazil,2002,7.63
Age-standardized suicide rates (per 100 000 population),Samoa,2002,7.65
Age-standardized suicide rates (per 100 000 population),Morocco,2002,7.67
Age-standardized suicide rates (per 100 000 population),Libya,2002,7.67
Age-standardized suicide rates (per 100 000 population),Afghanistan,2002,7.69
Age-standardized suicide rates (per 100 000 population),Colombia,2002,7.73
Age-standardized suicide rates (per 100 000 population),Estonia,2002,7.78
Age-standardized suicide rates (per 100 000 population),Chad,2002,7.79
Age-standardized suicide rates (per 100 000 population),Mauritania,2002,7.85
Age-standardized suicide rates (per 100 000 population),Afghanistan,2002,7.85
Age-standardized suicide rates (per 100 000 population),Fiji,2002,7.85
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2002,7.93
Age-standardized suicide rates (per 100 000 population),Afghanistan,2002,7.95
Age-standardized suicide rates (per 100 000 population),Uganda,2002,7.98
Age-standardized suicide rates (per 100 000 population),Belarus,2002,71.9
Age-standardized suicide rates (per 100 000 population),Lesotho,2002,74.57
Age-standardized suicide rates (per 100 000 population),Lithuania,2002,78.03
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2002,8.03
Age-standardized suicide rates (per 100 000 population),Belize,2002,8.09
Age-standardized suicide rates (per 100 000 population),Bhutan,2002,8.15
Age-standardized suicide rates (per 100 000 population),Yemen,2002,8.21
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2002,8.22
Age-standardized suicide rates (per 100 000 population),Liberia,2002,8.35
Age-standardized suicide rates (per 100 000 population),Ecuador,2002,8.36
Age-standardized suicide rates (per 100 000 population),Netherlands,2002,8.39
Age-standardized suicide rates (per 100 000 population),Mozambique,2002,8.4
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2002,8.42
Age-standardized suicide rates (per 100 000 population),France,2002,8.44
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2002,8.49
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2002,8.53
Age-standardized suicide rates (per 100 000 population),Serbia,2002,8.56
Age-standardized suicide rates (per 100 000 population),Slovenia,2002,8.57
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2002,8.6
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2002,8.6
Age-standardized suicide rates (per 100 000 population),Malaysia,2002,8.6
Age-standardized suicide rates (per 100 000 population),Mali,2002,8.65
Age-standardized suicide rates (per 100 000 population),Italy,2002,8.72
Age-standardized suicide rates (per 100 000 population),Bangladesh,2002,8.74
Age-standardized suicide rates (per 100 000 population),Seychelles,2002,8.84
Age-standardized suicide rates (per 100 000 population),Singapore,2002,8.88
Age-standardized suicide rates (per 100 000 population),Cambodia,2002,8.95
Age-standardized suicide rates (per 100 000 population),Eswatini,2002,81.06
Age-standardized suicide rates (per 100 000 population),Russian Federation,2002,83.6
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2002,9
Age-standardized suicide rates (per 100 000 population),Finland,2002,9
Age-standardized suicide rates (per 100 000 population),Togo,2002,9.01
Age-standardized suicide rates (per 100 000 population),Hungary,2002,9.08
Age-standardized suicide rates (per 100 000 population),Mongolia,2002,9.12
Age-standardized suicide rates (per 100 000 population),Israel,2002,9.12
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2002,9.16
Age-standardized suicide rates (per 100 000 population),Bahrain,2002,9.19
Age-standardized suicide rates (per 100 000 population),Nigeria,2002,9.21
Age-standardized suicide rates (per 100 000 population),Japan,2002,9.27
Age-standardized suicide rates (per 100 000 population),Nicaragua,2002,9.3
Age-standardized suicide rates (per 100 000 population),El Salvador,2002,9.3
Age-standardized suicide rates (per 100 000 population),Portugal,2002,9.32
Age-standardized suicide rates (per 100 000 population),Belgium,2002,9.32
Age-standardized suicide rates (per 100 000 population),Viet Nam,2002,9.34
Age-standardized suicide rates (per 100 000 population),Eritrea,2002,9.38
Age-standardized suicide rates (per 100 000 population),Panama,2002,9.45
Age-standardized suicide rates (per 100 000 population),Latvia,2002,9.46
Age-standardized suicide rates (per 100 000 population),Montenegro,2002,9.48
Age-standardized suicide rates (per 100 000 population),Oman,2002,9.53
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2002,9.64
Age-standardized suicide rates (per 100 000 population),Switzerland,2002,9.67
Age-standardized suicide rates (per 100 000 population),Cameroon,2002,9.68
Age-standardized suicide rates (per 100 000 population),Chile,2002,9.68
Age-standardized suicide rates (per 100 000 population),Qatar,2002,9.7
Age-standardized suicide rates (per 100 000 population),Niger,2002,9.72
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2002,9.84
Age-standardized suicide rates (per 100 000 population),Vanuatu,2002,9.94
Age-standardized suicide rates (per 100 000 population),Belarus,2002,9.96
Age-standardized suicide rates (per 100 000 population),Spain,2002,9.98
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2001,0
Age-standardized suicide rates (per 100 000 population),Grenada,2001,0
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2001,0.18
Age-standardized suicide rates (per 100 000 population),Barbados,2001,0.32
Age-standardized suicide rates (per 100 000 population),Grenada,2001,0.37
Age-standardized suicide rates (per 100 000 population),Greece,2001,0.69
Age-standardized suicide rates (per 100 000 population),Grenada,2001,0.75
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2001,0.82
Age-standardized suicide rates (per 100 000 population),Jamaica,2001,0.88
Age-standardized suicide rates (per 100 000 population),Philippines,2001,0.9
Age-standardized suicide rates (per 100 000 population),Bahamas,2001,1.07
Age-standardized suicide rates (per 100 000 population),Honduras,2001,1.14
Age-standardized suicide rates (per 100 000 population),Cyprus,2001,1.22
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2001,1.26
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2001,1.29
Age-standardized suicide rates (per 100 000 population),Armenia,2001,1.29
Age-standardized suicide rates (per 100 000 population),Mexico,2001,1.41
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2001,1.42
Age-standardized suicide rates (per 100 000 population),Kuwait,2001,1.43
Age-standardized suicide rates (per 100 000 population),Costa Rica,2001,1.46
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2001,1.48
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2001,1.5
Age-standardized suicide rates (per 100 000 population),Barbados,2001,1.52
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2001,1.55
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2001,1.6
Age-standardized suicide rates (per 100 000 population),Seychelles,2001,1.69
Age-standardized suicide rates (per 100 000 population),Panama,2001,1.7
Age-standardized suicide rates (per 100 000 population),Turkey,2001,1.78
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2001,1.79
Age-standardized suicide rates (per 100 000 population),Philippines,2001,1.87
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2001,1.88
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2001,1.91
Age-standardized suicide rates (per 100 000 population),Oman,2001,1.93
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2001,1.94
Age-standardized suicide rates (per 100 000 population),Cyprus,2001,1.98
Age-standardized suicide rates (per 100 000 population),Oman,2001,10.08
Age-standardized suicide rates (per 100 000 population),Ecuador,2001,10.29
Age-standardized suicide rates (per 100 000 population),Argentina,2001,10.31
Age-standardized suicide rates (per 100 000 population),United States of America,2001,10.33
Age-standardized suicide rates (per 100 000 population),Liberia,2001,10.35
Age-standardized suicide rates (per 100 000 population),Chile,2001,10.38
Age-standardized suicide rates (per 100 000 population),Nepal,2001,10.39
Age-standardized suicide rates (per 100 000 population),Yemen,2001,10.43
Age-standardized suicide rates (per 100 000 population),Thailand,2001,10.45
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2001,10.46
Age-standardized suicide rates (per 100 000 population),Ghana,2001,10.46
Age-standardized suicide rates (per 100 000 population),Mali,2001,10.53
Age-standardized suicide rates (per 100 000 population),Madagascar,2001,10.56
Age-standardized suicide rates (per 100 000 population),Singapore,2001,10.57
Age-standardized suicide rates (per 100 000 population),Comoros,2001,10.63
Age-standardized suicide rates (per 100 000 population),Panama,2001,10.64
Age-standardized suicide rates (per 100 000 population),Israel,2001,10.64
Age-standardized suicide rates (per 100 000 population),Morocco,2001,10.75
Age-standardized suicide rates (per 100 000 population),Romania,2001,10.76
Age-standardized suicide rates (per 100 000 population),Georgia,2001,10.81
Age-standardized suicide rates (per 100 000 population),Ethiopia,2001,10.82
Age-standardized suicide rates (per 100 000 population),Haiti,2001,10.85
Age-standardized suicide rates (per 100 000 population),Canada,2001,10.86
Age-standardized suicide rates (per 100 000 population),Namibia,2001,10.92
Age-standardized suicide rates (per 100 000 population),Kiribati,2001,10.94
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2001,10.96
Age-standardized suicide rates (per 100 000 population),Portugal,2001,10.97
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2001,11
Age-standardized suicide rates (per 100 000 population),Netherlands,2001,11.12
Age-standardized suicide rates (per 100 000 population),Germany,2001,11.12
Age-standardized suicide rates (per 100 000 population),Australia,2001,11.19
Age-standardized suicide rates (per 100 000 population),Pakistan,2001,11.2
Age-standardized suicide rates (per 100 000 population),Gambia,2001,11.33
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2001,11.33
Age-standardized suicide rates (per 100 000 population),Fiji,2001,11.36
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2001,11.47
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2001,11.52
Age-standardized suicide rates (per 100 000 population),South Sudan,2001,11.65
Age-standardized suicide rates (per 100 000 population),Djibouti,2001,11.71
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2001,11.73
Age-standardized suicide rates (per 100 000 population),El Salvador,2001,11.73
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2001,11.8
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2001,11.87
Age-standardized suicide rates (per 100 000 population),South Africa,2001,11.92
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2001,11.95
